File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF938UXQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR822CCM	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ARID1B-human	DNA						2016-11-30	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF879NTL/	2218315	ENCODE Processing Pipeline	35260d7d136d901bb5e040370ed7a650		https://www.encodeproject.org/files/ENCFF938UXQ/@@download/ENCFF938UXQ.bigBed				released	s3://encode-public/2020/12/07/a6227a89-cb0d-4e22-a13f-ab4cbd7a2e2b/ENCFF938UXQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/07/a6227a89-cb0d-4e22-a13f-ab4cbd7a2e2b/ENCFF938UXQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, antibody characterized with exemption		
ENCFF735PKA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF062SCH/, /files/ENCFF356LFX/, /files/ENCFF315AUW/, /files/ENCFF439SHL/, /files/ENCFF987GJQ/	37017	ENCODE Processing Pipeline	fe15629040647d3890b5973ace17c33c		https://www.encodeproject.org/files/ENCFF735PKA/@@download/ENCFF735PKA.bed.gz				released	s3://encode-public/2020/12/26/3b9c298e-788e-4deb-a18e-bbc43d960e13/ENCFF735PKA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/3b9c298e-788e-4deb-a18e-bbc43d960e13/ENCFF735PKA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance	insufficient read length, insufficient read depth	
ENCFF056MEM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF735PKA/	96981	ENCODE Processing Pipeline	c51e8cf731c5ae0947598c58c30e32cb		https://www.encodeproject.org/files/ENCFF056MEM/@@download/ENCFF056MEM.bigBed				released	s3://encode-public/2020/12/26/7c1efe66-bf41-41d6-a3b5-e146418eadb0/ENCFF056MEM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/7c1efe66-bf41-41d6-a3b5-e146418eadb0/ENCFF056MEM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance	insufficient read length, insufficient read depth	
ENCFF258NJQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DQY	TF ChIP-seq	/human-donors/ENCDO000ABL/	EFO:0005353	GM12801	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF719UZS/	170575	ENCODE Processing Pipeline	273a07819a8f83a3b0b80bae1f93b7b7		https://www.encodeproject.org/files/ENCFF258NJQ/@@download/ENCFF258NJQ.bigBed				released	s3://encode-public/2020/10/01/f79df941-140e-4c43-ab1c-e4fd7a0efcd6/ENCFF258NJQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/f79df941-140e-4c43-ab1c-e4fd7a0efcd6/ENCFF258NJQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth	insufficient read length	extremely low read depth
ENCFF719UZS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DQY	TF ChIP-seq	/human-donors/ENCDO000ABL/	EFO:0005353	GM12801	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF499TUS/, /files/ENCFF356LFX/, /files/ENCFF063PXW/	68750	ENCODE Processing Pipeline	f0181cf6ec922306337551bd78198180		https://www.encodeproject.org/files/ENCFF719UZS/@@download/ENCFF719UZS.bed.gz				released	s3://encode-public/2020/10/01/577c60dd-46cf-42b5-804c-4f58e18b0720/ENCFF719UZS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/577c60dd-46cf-42b5-804c-4f58e18b0720/ENCFF719UZS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth	insufficient read length	extremely low read depth
ENCFF928UFW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR660RNO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										KDM4B-human	DNA						2017-11-14	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF827IGO/, /files/ENCFF892KBK/, /files/ENCFF735JLB/, /files/ENCFF554APQ/, /files/ENCFF356LFX/	8280	ENCODE Processing Pipeline	b6bbf5adc75d25670c4d0438c107bec1		https://www.encodeproject.org/files/ENCFF928UFW/@@download/ENCFF928UFW.bed.gz				released	s3://encode-public/2020/12/03/b37d39a9-a1c2-478c-b1b5-1a94a5640c39/ENCFF928UFW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/b37d39a9-a1c2-478c-b1b5-1a94a5640c39/ENCFF928UFW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking		
ENCFF748CZK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR660RNO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										KDM4B-human	DNA						2017-11-14	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF928UFW/	73476	ENCODE Processing Pipeline	a539ef0c059db3b16cfad8d3c0a1799f		https://www.encodeproject.org/files/ENCFF748CZK/@@download/ENCFF748CZK.bigBed				released	s3://encode-public/2020/12/03/9214bc15-d5b7-4439-8bfe-e13c1cbec56c/ENCFF748CZK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/9214bc15-d5b7-4439-8bfe-e13c1cbec56c/ENCFF748CZK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking		
ENCFF567XUT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR343IFJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CC2D1A-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF156GHD/	831104	ENCODE Processing Pipeline	a9715187ead43ee0dc6cfafa1dd477d4		https://www.encodeproject.org/files/ENCFF567XUT/@@download/ENCFF567XUT.bigBed				released	s3://encode-public/2020/11/28/29c3820d-afe5-4989-acad-d1f9531e1087/ENCFF567XUT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/29c3820d-afe5-4989-acad-d1f9531e1087/ENCFF567XUT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF156GHD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR343IFJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CC2D1A-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF387AXI/, /files/ENCFF404TWK/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF356LFX/	404275	ENCODE Processing Pipeline	113b24d44a7e3977d9ad9fabeb289c6b		https://www.encodeproject.org/files/ENCFF156GHD/@@download/ENCFF156GHD.bed.gz				released	s3://encode-public/2020/11/28/6d81f62e-c10a-468d-b9c4-23174fa50aa7/ENCFF156GHD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/6d81f62e-c10a-468d-b9c4-23174fa50aa7/ENCFF156GHD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF541VYN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR315NNL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHAMP1-human	DNA						2017-11-14	ENCODE			450-650	1, 3	1_1, 3_1							/files/ENCFF511XSZ/, /files/ENCFF936FZX/, /files/ENCFF143FEZ/, /files/ENCFF822ODT/, /files/ENCFF356LFX/	97749	ENCODE Processing Pipeline	0eca181de0030b54693854282534d814		https://www.encodeproject.org/files/ENCFF541VYN/@@download/ENCFF541VYN.bed.gz				released	s3://encode-public/2020/11/28/323d7cf7-823a-4574-9b35-05dccc3c6fc7/ENCFF541VYN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/323d7cf7-823a-4574-9b35-05dccc3c6fc7/ENCFF541VYN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF429USX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR315NNL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHAMP1-human	DNA						2017-11-14	ENCODE			450-650	1, 3	1_1, 3_1							/files/ENCFF541VYN/	230957	ENCODE Processing Pipeline	797020994be766107eabca8c108f6712		https://www.encodeproject.org/files/ENCFF429USX/@@download/ENCFF429USX.bigBed				released	s3://encode-public/2020/11/28/28c2ff1c-ce1b-4ad5-aac9-b4e1f6535408/ENCFF429USX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/28c2ff1c-ce1b-4ad5-aac9-b4e1f6535408/ENCFF429USX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF198OOM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR452UFJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23013/'], '@type': ['Target', 'Item'], 'name': 'SPEN-human', 'label': 'SPEN', '@id': '/targets/SPEN-human/', 'title': 'SPEN (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': 'd9cde331-58a0-4172-8dca-e86697d15479', 'status': 'released'}				SPEN-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF980IWQ/, /files/ENCFF888JFW/, /files/ENCFF356LFX/, /files/ENCFF519KEV/	470699	ENCODE Processing Pipeline	5a03a8e368c92b2002ea2674b46c2e69		https://www.encodeproject.org/files/ENCFF198OOM/@@download/ENCFF198OOM.bed.gz				released	s3://encode-public/2020/08/22/2c8fafe0-38da-40d7-bf9d-d03186afe4b2/ENCFF198OOM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/22/2c8fafe0-38da-40d7-bf9d-d03186afe4b2/ENCFF198OOM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF939VPY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR452UFJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23013/'], '@type': ['Target', 'Item'], 'name': 'SPEN-human', 'label': 'SPEN', '@id': '/targets/SPEN-human/', 'title': 'SPEN (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': 'd9cde331-58a0-4172-8dca-e86697d15479', 'status': 'released'}				SPEN-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF198OOM/	889389	ENCODE Processing Pipeline	419c65c8da128b0b4a94c178c03c5048		https://www.encodeproject.org/files/ENCFF939VPY/@@download/ENCFF939VPY.bigBed				released	s3://encode-public/2020/08/22/169568bf-fa48-4226-9075-6f969824a630/ENCFF939VPY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/22/169568bf-fa48-4226-9075-6f969824a630/ENCFF939VPY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF060REJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR108TYQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57798/'], '@type': ['Target', 'Item'], 'name': 'GATAD1-human', 'label': 'GATAD1', '@id': '/targets/GATAD1-human/', 'title': 'GATAD1 (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '4ab56533-3a5c-4df2-83b2-13771eaf2e33', 'status': 'released'}				GATAD1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF054SBR/, /files/ENCFF356LFX/, /files/ENCFF232HXG/, /files/ENCFF723HPB/	432981	ENCODE Processing Pipeline	e97bb871d2ba6407302681240e82b5cb		https://www.encodeproject.org/files/ENCFF060REJ/@@download/ENCFF060REJ.bed.gz				released	s3://encode-public/2020/12/04/fe71e6d8-df42-4cc6-8d4e-be3dd1a18ef5/ENCFF060REJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/fe71e6d8-df42-4cc6-8d4e-be3dd1a18ef5/ENCFF060REJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF044OVE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR108TYQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57798/'], '@type': ['Target', 'Item'], 'name': 'GATAD1-human', 'label': 'GATAD1', '@id': '/targets/GATAD1-human/', 'title': 'GATAD1 (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '4ab56533-3a5c-4df2-83b2-13771eaf2e33', 'status': 'released'}				GATAD1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF060REJ/	893851	ENCODE Processing Pipeline	eb95085a7d41f79c3ec76a4c52fe0ae1		https://www.encodeproject.org/files/ENCFF044OVE/@@download/ENCFF044OVE.bigBed				released	s3://encode-public/2020/12/04/de2c75be-5075-41f0-9602-b55d6d559ee7/ENCFF044OVE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/de2c75be-5075-41f0-9602-b55d6d559ee7/ENCFF044OVE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF445RVR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BRCA1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF772ZHK/, /files/ENCFF525ANM/, /files/ENCFF128CZT/, /files/ENCFF356LFX/	39822	ENCODE Processing Pipeline	9f07c405e9490ac51fb86e63627f37d0		https://www.encodeproject.org/files/ENCFF445RVR/@@download/ENCFF445RVR.bed.gz				released	s3://encode-public/2021/01/05/25a66773-fa48-42a9-afec-723e84a92c55/ENCFF445RVR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/25a66773-fa48-42a9-afec-723e84a92c55/ENCFF445RVR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF748DCX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BRCA1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF445RVR/	122608	ENCODE Processing Pipeline	1d16ab23ef965f220b92d4125b51dfba		https://www.encodeproject.org/files/ENCFF748DCX/@@download/ENCFF748DCX.bigBed				released	s3://encode-public/2021/01/05/ec6b0c7b-0627-413b-95d0-6c5d0e1c45a9/ENCFF748DCX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/ec6b0c7b-0627-413b-95d0-6c5d0e1c45a9/ENCFF748DCX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF320EQC	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR530XQI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										L3MBTL2-human	DNA						2016-06-23	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF063NIH/	1863796	ENCODE Processing Pipeline	a9ee7c7f0d4b6c4ce41db13238a381f4		https://www.encodeproject.org/files/ENCFF320EQC/@@download/ENCFF320EQC.bigBed				released	s3://encode-public/2020/12/07/cd39c926-7f40-431a-b743-cdffc0dc6425/ENCFF320EQC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/07/cd39c926-7f40-431a-b743-cdffc0dc6425/ENCFF320EQC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF063NIH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR530XQI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										L3MBTL2-human	DNA						2016-06-23	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF037CHU/, /files/ENCFF936FZX/, /files/ENCFF970CZZ/, /files/ENCFF356LFX/, /files/ENCFF037WIZ/, /files/ENCFF869KUB/	887198	ENCODE Processing Pipeline	02c2f204cdf147a55e8fc5992575266c		https://www.encodeproject.org/files/ENCFF063NIH/@@download/ENCFF063NIH.bed.gz				released	s3://encode-public/2020/12/07/8544373e-bb7f-4705-b281-9601c2ed1d8d/ENCFF063NIH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/07/8544373e-bb7f-4705-b281-9601c2ed1d8d/ENCFF063NIH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF212SBM	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR422VAG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZSCAN29'], 'aliases': ['michael-snyder:TS-835'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/146050/'], '@type': ['Target', 'Item'], 'label': 'ZSCAN29', 'title': 'ZSCAN29 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '66663540-3568-4a16-a467-46bc390d6511', 'schema_version': '14', 'name': 'ZSCAN29-human', '@id': '/targets/ZSCAN29-human/', 'status': 'released'}				ZSCAN29-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF896PGF/	698253	ENCODE Processing Pipeline	d7177223b515d57cd432ec033273d4e8		https://www.encodeproject.org/files/ENCFF212SBM/@@download/ENCFF212SBM.bigBed				released	s3://encode-public/2020/07/04/5aa78b0e-a53e-41cc-8913-f6ef8b10147f/ENCFF212SBM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/5aa78b0e-a53e-41cc-8913-f6ef8b10147f/ENCFF212SBM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF896PGF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR422VAG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZSCAN29'], 'aliases': ['michael-snyder:TS-835'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/146050/'], '@type': ['Target', 'Item'], 'label': 'ZSCAN29', 'title': 'ZSCAN29 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '66663540-3568-4a16-a467-46bc390d6511', 'schema_version': '14', 'name': 'ZSCAN29-human', '@id': '/targets/ZSCAN29-human/', 'status': 'released'}				ZSCAN29-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF855UPJ/, /files/ENCFF437TVA/, /files/ENCFF903XZO/, /files/ENCFF356LFX/	302580	ENCODE Processing Pipeline	0e3e1973b56c343a5f2a4a25a7d879d4		https://www.encodeproject.org/files/ENCFF896PGF/@@download/ENCFF896PGF.bed.gz				released	s3://encode-public/2020/07/04/87b864d0-f008-42d9-9d4d-9ffd1faadbc9/ENCFF896PGF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/87b864d0-f008-42d9-9d4d-9ffd1faadbc9/ENCFF896PGF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF952WTH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR610EFT	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF446QHG/, /files/ENCFF856XOE/, /files/ENCFF356LFX/	564204	ENCODE Processing Pipeline	9f1ebacadcb1b2c395dab38f52ac1aca		https://www.encodeproject.org/files/ENCFF952WTH/@@download/ENCFF952WTH.bed.gz				released	s3://encode-public/2020/12/04/e6ebaced-fff7-4fa4-a288-765485faf0c6/ENCFF952WTH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/e6ebaced-fff7-4fa4-a288-765485faf0c6/ENCFF952WTH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
